h,u,v
3135,13.248401624280616,8.02430505923741
3139,13.276163002197716,8.318902403843422
3141,13.44803789880873,8.114277698441759
3143,13.221792560355832,7.955351313642944
3148,13.231497332960563,8.35699772889677
3152,12.820804057653405,8.645953356400712
3157,13.369817762981276,8.892011919942622
3162,13.938620856942059,9.145119886698
3168,13.035385184433117,9.048571617919597
3174,13.882888736235506,9.081431654040761
3179,13.299708996657975,9.631973000050438
3184,13.882900060702465,9.79071033618309
3189,13.843351808181973,9.513085036393335
3193,13.025421012449705,9.743622160092563
3197,13.972445720848054,9.856220099657063
3201,13.651011231041918,9.703676939683119
3206,13.643572023218686,10.10171750105542
3210,13.091132534877612,9.636014006826143
3216,12.843261366944303,10.000584015911993
3221,12.890029029319969,10.000931587608944
3226,13.687492718337953,10.566434241940192
3232,12.63201628528323,10.056232584399377
3238,12.874449315985569,10.13443686887533
3243,12.67449617616296,10.028956925817488
3249,12.236306516311023,10.238805674891932
3256,12.08108590732991,10.40672468261157
3261,12.055176808494771,10.584924774623099
3267,12.532557791012906,11.011435393947574
3272,12.480298618912084,11.105092510960297
3277,11.724539747616722,10.921192032280606
3282,11.549340732573775,10.73857564706137
3286,11.149080875028181,10.623707928952864
3290,11.654051764908752,11.124119094635232
3295,11.472902093555215,10.883841066860613
3301,11.61435021462083,11.159957221585907
3306,10.835390305582033,10.537938286385232
3312,10.656327652369322,10.935556204374128
3317,10.871461573149698,10.734835834095835
3322,9.974333276555075,10.094163441740019
3326,10.592258460539197,11.187006505142293
3330,10.204301650084197,10.90154687588814
3333,10.064700004760828,10.209816572191414
3337,10.110575787281848,10.26449594015748
3340,9.19712857518239,10.15127478068333
3344,9.522139313421597,10.18443266226111
3348,9.332813685538863,10.201208124017322
3353,9.387868194492187,10.145686483969348
3357,9.069212724725913,9.59125969111852
3362,9.192789512252181,9.86331621819337
3366,9.370811154078444,10.033961393944367
3371,9.518980965156086,10.61795538285194
3375,8.996862272511091,10.256605033484103
3380,8.765652107837342,9.693925127296753
3386,9.09515998929243,10.089878127941505
3391,8.661740897225275,9.328365951676028
3397,8.856532763239535,9.859045342138481
3403,9.176028078549995,9.955953790150327
3408,9.287647820452367,10.374400287296286
3413,8.945219123150208,9.43830661962463
3417,9.341228281153056,9.746677700117242
3421,9.161748184249575,9.920685077730424
3425,9.009078131177308,9.34359417072097
3430,9.611163351380636,9.971637474397655
3435,9.180216747715306,9.247352058599411
3439,9.456042697628657,10.139983320899669
3444,8.790919954821211,9.359155176942773
3448,9.358255026759698,9.488209795582204
3453,9.433942317757353,9.510798021534827
3458,9.336917548528092,9.047369272786481
3463,9.322768055177654,8.964241050007738
3469,9.911936803009816,9.736119992171988
3476,9.887370835159022,9.330302591520022
3483,9.54214813737125,8.938232788916434
3490,10.279387564985111,9.029275224416258
3496,9.810153494913049,9.086125948183467
3503,10.253165046088936,9.14297392495427
